alert_id,sent_utc,fips,state_fips,msg_type
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48353,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48137,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48185,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48265,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48225,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48047,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48317,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48361,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48271,48,Alert
154d6031-8a78-4bb0-aba0-74022601d2b3,2013-01-18T03:14:15.000Z,48173,48,Alert
a2efaf24-fc6b-470c-b682-f3f9de0bfbe8,2013-02-08T23:33:43.000Z,36103,36,Alert
a2efaf24-fc6b-470c-b682-f3f9de0bfbe8,2013-02-08T23:33:43.000Z,36059,36,Alert
ab3d340f-88b8-4d57-913f-de9227e2ba44,2013-02-20T21:38:43.000Z,27000,27,Alert
abe139b3-7508-4ffc-9fe6-f2f073f80fc8,2013-02-12T03:06:25.000Z,40000,40,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37169,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37151,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37171,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37057,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37081,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37033,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37067,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37001,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37197,37,Alert
d51f7c5c-5ba6-4452-b971-8ea053e2f100,2013-02-14T21:33:54.000Z,37157,37,Alert
2057a197-5fcb-4b62-b64e-da8a41369c07,2013-02-27T01:55:23.000Z,09000,09,Alert
2e07d6dd-019e-48b0-bdaf-813eff566fd8,2013-03-02T22:14:53.000Z,29000,29,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48171,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48467,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48351,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48497,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48005,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48093,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48481,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48053,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48313,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48339,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48493,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48143,48,Alert
