record_type,status,sample,state,model,outcome,term,beta,se,pvalue,n_obs,exposure_mode,cluster,input_n,fitted_n,zero_share_input,terms_requested,terms_produced,error_reason,irr,pct_change
estimate,ok,spillover_joint,TX,PPML_raw_count,crashes,spillover_share_10pp,0.011769087868032267,0.02950699240520646,0.6899981401304758,371094.0,log_population_offset,county+date,,,0.4391690515071653,,,,1.0118386160761297,1.1838616076129682
estimate,ok,direct_vs_clean,TX,WLS_TWFE,crashes_per_100k,night_alert,0.876618700696951,0.41950814073568404,0.03764958267349816,369121.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,TX,PPML_raw_count,crashes,night_alert,0.12610154792397665,0.06280920974527475,0.04467603129300701,369121.0,log_population_offset,county+date,,,0.44061432430016173,,,,1.1343973581309639,13.439735813096387
estimate,ok,spillover_joint,TX,WLS_TWFE,fatals_per_100k,night_alert,0.029449795820019473,0.017194228064092407,0.08797959191929516,371094.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,TX,WLS_TWFE,fatals_per_100k,spillover_share_10pp,-0.004490981871573576,0.006991054388091353,0.5212018118463566,371094.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,TX,PPML_raw_count,fatals,night_alert,0.6858390771905604,0.35670129882737805,0.054514393802260974,365250.0,log_population_offset,county+date,,,0.9642273925204935,,,,1.985437071768804,98.54370717688039
estimate,ok,spillover_joint,TX,PPML_raw_count,fatals,spillover_share_10pp,-0.12823761922135496,0.1563750518037666,0.4121793728971741,365250.0,log_population_offset,county+date,,,0.9642273925204935,,,,0.8796443339073519,-12.035566609264814
estimate,ok,direct_vs_clean,TX,WLS_TWFE,fatals_per_100k,night_alert,0.06217876065392723,0.018354982253723652,0.0008175768314679921,369121.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,TX,PPML_raw_count,fatals,night_alert,1.2696139896721752,0.38093547608249523,0.0008595057824356545,362938.0,log_population_offset,county+date,,,0.9648733071269313,,,,3.559478301747048,255.94783017470482
estimate,ok,spillover_joint,TX,WLS_TWFE,serious_per_100k,night_alert,0.03288127211660534,0.026341246813753185,0.2130822009601423,371094.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,TX,WLS_TWFE,serious_per_100k,spillover_share_10pp,-0.020073829635489905,0.014215958375042432,0.159160169398036,371094.0,rate_per_100k_population_weighted,county+date,,,,,,,,
